,sample101,sample102,sample103,sample104,sample105,sample106,sample107,sample108,sample109,sample110,sample111,sample112,sample113,sample114,sample115,sample116,sample117,sample118,sample119,sample120,sample121,sample122,sample123,sample124,sample201,sample202,sample203,sample204,sample205,sample206,sample207,sample208,sample209,sample210,sample211,sample212,sample213,sample214,sample215,sample216,sample217,sample218,sample219,sample220,sample221,sample222,sample223,sample224,sample301,sample302,sample303,sample304,sample305,sample306,sample307,sample308,sample309,sample310,sample311,sample312,sample313,sample314,sample315,sample316,sample317,sample318,sample319,sample320,sample321,sample322,sample323,sample324,sample401,sample402,sample403,sample404,sample405,sample406,sample407,sample408,sample409,sample410
2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,3,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,19,0,0,0,0,0,15,0,0,0,4,0,0,3,7,0,0,24,0,0,0,0,14,0,0,0,2,1,4,0,1,0,0,15,0,0,0,0,5,0,0,0,0,5,0,0,0,0,1,8,10,1,0,14,0,0,1,1,2,0,9,1
2600,1,0,1,3,1,1,4,2,1,1,2,1,1,0,3,0,2,0,0,1,3,1,2,2,4,1,1,2,0,0,0,0,0,1,0,1,3,2,4,2,7,2,0,1,0,0,0,1,0,2,0,0,6,9,4,1,3,1,3,2,0,0,10,9,12,3,4,4,5,3,2,1,11,3,0,13,2,5,4,5,4,7
2601,0,1,4,4,7,1,8,5,6,1,3,5,7,0,5,2,8,0,0,0,2,0,1,1,8,1,2,8,3,0,3,5,1,0,2,0,1,1,3,4,6,1,8,1,5,0,3,5,9,6,8,5,3,4,0,0,0,0,5,3,0,9,12,15,9,17,27,13,24,14,6,1,2,15,2,28,16,67,35,20,4,4
2602,2,1,1,0,1,0,5,5,1,0,2,2,2,2,0,1,2,1,1,1,4,2,2,3,6,2,1,2,0,1,4,3,3,2,3,3,0,1,2,2,6,1,3,2,3,2,0,1,13,9,4,6,4,4,2,1,0,3,1,3,7,7,9,12,10,14,13,2,4,3,8,0,0,6,3,13,26,29,22,4,9,4
2608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2614,0,0,3,1,0,2,11,1,0,0,3,1,6,3,7,1,5,0,0,1,2,2,4,4,2,2,2,10,0,1,0,4,1,0,0,4,3,4,7,3,11,1,1,4,2,1,0,0,0,1,1,2,5,3,2,0,1,0,0,1,2,2,0,0,0,0,0,2,1,0,1,1,5,3,0,1,0,1,1,2,0,0
2615,0,0,2,0,1,1,2,4,1,0,0,1,3,3,1,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,0,1,1,0,1,3,0,4,0,1,2,2,2,0,1,1,2,0,0,0,1,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2619,0,0,1,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,4,2,1,0,1,0,1,0,0,1,2,1,1,0,0,0,0,2,3,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,3,0,0
2621,0,0,1,1,1,2,1,1,0,0,3,0,1,0,0,0,0,0,0,1,2,1,1,1,4,1,2,0,1,0,0,4,1,0,0,3,2,0,2,0,5,0,6,5,0,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0
2623,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,4,0,2,3,4,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
2627,3,1,4,3,2,3,11,5,0,1,4,0,8,1,7,0,7,0,0,0,11,9,9,4,12,6,1,4,1,0,1,0,1,1,0,1,8,16,27,4,12,13,5,7,1,2,0,0,2,1,0,1,4,12,7,5,8,2,7,10,0,8,4,1,2,0,0,2,0,4,0,0,22,2,6,4,6,9,0,4,0,0
2628,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,1,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2629,0,0,2,1,2,3,5,3,4,1,4,1,3,2,5,0,2,1,0,2,4,4,7,4,12,3,1,6,0,0,0,1,0,0,0,0,3,8,9,3,9,6,3,3,1,0,0,0,0,0,0,1,7,9,5,1,6,3,2,6,0,1,0,1,1,0,0,0,0,0,0,0,14,0,4,7,1,0,1,0,0,1
2630,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,4,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,3,0,0
2632,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
2634,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,2,0,0,0,3,0,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2635,0,2,0,1,1,2,0,0,0,0,0,1,2,1,1,2,2,1,0,2,4,1,2,1,10,6,3,5,0,1,0,1,0,0,0,1,1,1,2,0,7,0,6,4,1,0,0,0,1,1,1,1,2,3,2,0,1,0,1,2,0,2,0,0,0,0,0,1,0,0,0,0,4,1,4,1,0,2,0,1,1,0
2637,1,0,0,1,2,1,5,1,0,0,0,1,1,0,2,1,1,0,0,3,1,2,0,1,4,2,0,3,0,1,3,0,0,0,1,3,0,1,4,0,8,3,3,5,1,1,1,0,1,2,1,0,4,1,4,1,2,0,0,2,0,0,0,0,0,0,0,1,4,2,0,0,1,1,2,1,0,4,1,1,0,0
2639,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,5,2,4,0,0
2642,3,2,6,4,4,0,10,3,0,0,0,2,5,2,4,1,2,1,1,2,0,3,1,0,0,0,0,5,0,1,0,1,3,1,1,4,0,3,1,1,3,0,5,3,1,0,0,0,0,3,0,1,2,2,2,1,1,0,1,2,0,0,0,0,1,0,0,2,0,1,5,0,5,0,0,0,0,1,1,0,0,0
2643,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,4,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2648,5,3,10,7,13,5,10,5,1,4,7,1,9,2,4,1,10,0,0,3,5,3,6,1,8,5,4,11,0,1,0,4,1,1,0,3,3,5,14,6,11,9,32,5,4,2,1,3,0,0,0,4,11,16,14,3,8,6,1,13,6,4,2,0,1,0,1,0,1,1,4,0,10,13,3,4,1,3,1,3,1,0
2649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2652,0,0,1,0,0,0,0,1,1,0,3,0,0,1,1,0,1,0,0,0,1,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,0,1,3,0,3,0,3,0,0,0,0,1,0,1,0,0,2,1,3,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0
2654,0,0,1,1,1,2,3,1,1,1,0,0,2,0,1,0,3,0,0,0,0,4,1,0,0,1,0,3,0,0,0,0,1,0,0,1,0,0,4,2,3,0,2,1,3,0,0,0,0,1,0,1,3,2,2,0,1,2,1,0,0,3,5,1,1,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0
2655,0,0,1,0,0,0,7,4,3,2,8,1,6,3,4,4,9,0,0,2,4,11,9,2,6,9,1,8,0,0,2,1,1,0,0,1,4,12,28,6,9,20,19,12,5,0,1,0,1,1,1,3,17,11,14,0,4,2,0,3,0,4,2,0,0,0,0,2,3,0,0,0,13,1,0,1,0,2,2,2,0,0
2656,0,0,0,1,0,1,2,1,1,0,0,0,0,0,1,2,2,0,0,1,5,3,2,1,4,2,1,7,0,0,0,2,1,0,0,0,1,1,14,4,8,4,4,3,1,0,0,0,0,1,0,1,2,2,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,0
2657,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,3,2,2,2,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
2659,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2660,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,2,0,2,2,4,2,0,1,0,0,0,3,1,1,0,1,1,4,3,3,3,1,4,2,2,0,0,1,0,2,1,1,3,0,5,1,0,0,1,2,0,0,3,0,0,0,0,1,0,1,0,0,1,0,0,1,0,4,0,3,0,0
2665,0,0,3,1,4,1,7,4,0,0,1,0,4,0,2,1,1,0,0,0,5,1,3,1,4,1,2,0,0,0,0,0,0,0,0,2,2,1,8,3,4,1,4,1,0,0,0,0,0,0,0,0,2,4,0,1,1,0,1,2,0,1,0,0,1,0,0,0,0,0,1,0,1,4,5,0,0,0,0,0,0,0
2666,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,3,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,3,5,1,3,0,1,3,1,0,0,0,0,1,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0
2667,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2668,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,2,0,0,0,0,2,1,3,0,1,1,3,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,1,0,0
2671,1,0,1,0,0,0,3,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,2,3,2,2,3,1,1,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2675,0,0,0,1,1,0,0,0,0,1,2,0,0,2,1,2,1,0,0,1,1,3,1,0,2,1,2,4,0,0,0,2,0,0,0,0,0,1,6,5,2,1,4,3,2,0,1,1,1,0,0,1,2,2,0,0,1,1,1,2,0,3,0,1,0,0,0,1,1,0,1,0,5,1,0,1,0,1,0,2,0,0
2678,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,2,0,1,1,0,1,0,2,1,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,9,3,11,0,1
2679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,9,0,1,0,2,1,3,0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,2,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,2,5,0,0,1,0,3,0,0,0,3,0,1
2695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,1,0,2,1,0,0,0,1,0,0,0,0,0,2,1,0,1,0,1,2,1,0,0,3,0,0,2,0,4,7,9,3,3,0,0
2699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,9,0,0,5,0,2,0,0,0,0,2,0,2,1,3,1,4,0,0
2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,0,0,2,0,0,1,0,0,0,0,0,0,1,11,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,1,4,0,0,0,0,0,0,0,5,12,9,0,0
2701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,7,4,0,0,1,0,1,0,0,0,0,0,0,14,2,0,1,2,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,3,2,3,1,2,0,0,0,0,2,2,5,3,0,0
2703,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
2713,0,0,0,0,0,0,2,0,0,0,5,1,1,1,5,2,1,2,0,1,1,2,4,0,4,3,1,0,1,1,0,1,0,0,0,0,2,3,9,1,2,3,7,4,0,0,0,0,0,1,0,1,1,1,2,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,3,0,0,0,0
2714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,3,3,0,0
2717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,1,1,1,0,0
2718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,1,2,1,0,0
2719,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,0,1,0,0,0,0,0,0,3,0,0,1,3,0,0,2,2,7,3,0,0,3,0,1,1,5,5,10,16,7
2720,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,2,2
2723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0
2739,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,1,1,4,3,8,5,31,19,20,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,8,10,3,25,4,0,0,0,1,0,0,3,1,0,0
2741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
2755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,5,26,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,5,7,0,0,2,1,1,0,0
2769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,1,0,1,1,3,5,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0
2790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,4,8,2,1,0,0,0,0,1,0,9,4,4,0,0
2793,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,7,5,0,3,1,4,0,1,1,0,0,0,1,1,0,1,1,4,0,5,0,0,0,1,6,1,2,0,2,5,1,1,2,0,0,2,1,0,9,5,3,2,2,1,1
2795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,2,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,2,1,1,0
2798,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,2,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,3,1,1,0,2,3,3,1,0,1,0,1,0,0,1,0,0,0,0,0,3,1,0,0,0,5,4,1,0,0,1,3,0,3,1,5,4,6,0,0
2799,1,0,0,0,1,0,1,2,0,0,2,0,1,2,0,0,0,0,0,0,0,2,1,2,2,0,1,1,0,0,0,0,0,1,0,0,0,2,2,4,6,0,1,0,0,0,3,0,2,1,1,0,0,1,3,1,1,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,1,6,1,1,0,3,0,1,0,2
2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,7,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0
2801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,1,0,0
2817,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,1,1,0,3,6,0,0,1,0,0,0,0,0,0,1,0,1,4,1,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,15,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,11,0,0,0
2828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
2847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,1,1,0,0
2848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0
2857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,1,1,0,0,0,1,2,1,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,3,0,0,3,3,0,0,0,1,1,0,0,0,3,3,0,4,1,1,2,3,0,0
2858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
2874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0
2875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,2,0,0,0,0,1,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4
2889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,26,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
